0.000000e+00    0.000000e+00
4.013022e-05    0.000000e+00
8.026044e-05    0.000000e+00
1.203907e-04    0.000000e+00
1.605209e-04    0.000000e+00
2.006511e-04    0.000000e+00
2.407813e-04    0.000000e+00
2.809115e-04    0.000000e+00
3.210418e-04    0.000000e+00
3.611720e-04    0.000000e+00
4.013022e-04    0.000000e+00
4.414324e-04    0.000000e+00
4.815626e-04    0.000000e+00
5.216929e-04    0.000000e+00
5.618231e-04    0.000000e+00
6.019533e-04    0.000000e+00
6.420835e-04    0.000000e+00
6.822137e-04    0.000000e+00
7.223440e-04    0.000000e+00
7.624742e-04    0.000000e+00
8.026044e-04    0.000000e+00
8.427346e-04    0.000000e+00
8.828648e-04    0.000000e+00
9.229951e-04    0.000000e+00
9.631253e-04    0.000000e+00
1.003256e-03    0.000000e+00
1.043386e-03    0.000000e+00
1.083516e-03    0.000000e+00
1.123646e-03    0.000000e+00
1.163776e-03    0.000000e+00
1.203907e-03    0.000000e+00
1.244037e-03    0.000000e+00
1.284167e-03    0.000000e+00
1.324297e-03    0.000000e+00
1.364427e-03    0.000000e+00
1.404558e-03    0.000000e+00
1.444688e-03    0.000000e+00
1.484818e-03    0.000000e+00
1.524948e-03    0.000000e+00
1.565079e-03    0.000000e+00
1.605209e-03    0.000000e+00
1.645339e-03    0.000000e+00
1.685469e-03    0.000000e+00
1.725599e-03    0.000000e+00
1.765730e-03    0.000000e+00
1.805860e-03    0.000000e+00
1.845990e-03    0.000000e+00
1.886120e-03    0.000000e+00
1.926251e-03    0.000000e+00
1.966381e-03    0.000000e+00
2.006511e-03    0.000000e+00
2.046641e-03    0.000000e+00
2.086771e-03    0.000000e+00
2.126902e-03    0.000000e+00
2.167032e-03    0.000000e+00
2.207162e-03    0.000000e+00
2.247292e-03    0.000000e+00
2.287423e-03    0.000000e+00
2.327553e-03    0.000000e+00
2.367683e-03    0.000000e+00
2.407813e-03    0.000000e+00
2.447943e-03    0.000000e+00
2.488074e-03    0.000000e+00
2.528204e-03    0.000000e+00
2.568334e-03    0.000000e+00
2.608464e-03    0.000000e+00
2.648595e-03    0.000000e+00
2.688725e-03    0.000000e+00
2.728855e-03    0.000000e+00
2.768985e-03    0.000000e+00
2.809115e-03    0.000000e+00
2.849246e-03    0.000000e+00
2.889376e-03    0.000000e+00
2.929506e-03    0.000000e+00
2.969636e-03    0.000000e+00
3.009767e-03    0.000000e+00
3.049897e-03    0.000000e+00
3.090027e-03    0.000000e+00
3.130157e-03    0.000000e+00
3.170287e-03    0.000000e+00
3.210418e-03    0.000000e+00
3.250548e-03    0.000000e+00
3.290678e-03    0.000000e+00
3.330808e-03    0.000000e+00
3.370939e-03    0.000000e+00
3.411069e-03    0.000000e+00
3.451199e-03    0.000000e+00
3.491329e-03    0.000000e+00
3.531459e-03    0.000000e+00
3.571590e-03    0.000000e+00
3.611720e-03    0.000000e+00
3.651850e-03    0.000000e+00
3.691980e-03    0.000000e+00
3.732110e-03    0.000000e+00
3.772241e-03    0.000000e+00
3.812371e-03    0.000000e+00
3.852501e-03    0.000000e+00
3.892631e-03    0.000000e+00
3.932762e-03    0.000000e+00
3.972892e-03    0.000000e+00
4.013022e-03    0.000000e+00
4.053152e-03    0.000000e+00
4.093282e-03    0.000000e+00
4.133413e-03    0.000000e+00
4.173543e-03    0.000000e+00
4.213673e-03    0.000000e+00
4.253803e-03    0.000000e+00
4.293934e-03    0.000000e+00
4.334064e-03    0.000000e+00
4.374194e-03    0.000000e+00
4.414324e-03    0.000000e+00
4.454454e-03    0.000000e+00
