  0.0000e+00   0.0000e+00
  8.7211e-05   1.3525e-39
  1.7442e-04   1.7363e-34
  2.6163e-04   1.6900e-31
  3.4884e-04   2.2290e-29
  4.3605e-04   9.8326e-28
  5.2327e-04   2.1696e-26
  6.1048e-04   2.9680e-25
  6.9769e-04   2.8614e-24
  7.8490e-04   2.1117e-23
  8.7211e-04   1.2623e-22
  9.5932e-04   6.3618e-22
  1.0465e-03   2.7852e-21
  1.1337e-03   1.0833e-20
  1.2210e-03   3.8101e-20
  1.3082e-03   1.2286e-19
  1.3954e-03   3.6734e-19
  1.4826e-03   1.0277e-18
  1.5698e-03   2.7109e-18
  1.6570e-03   6.7857e-18
  1.7442e-03   1.6204e-17
  1.8314e-03   3.7086e-17
  1.9186e-03   8.1669e-17
  2.0059e-03   1.7365e-16
  2.0931e-03   3.5755e-16
  2.1803e-03   7.1481e-16
  2.2675e-03   1.3907e-15
  2.3547e-03   2.6387e-15
  2.4419e-03   4.8912e-15
  2.5291e-03   8.8724e-15
  2.6163e-03   1.5772e-14
  2.7035e-03   2.7514e-14
  2.7908e-03   4.7157e-14
  2.8780e-03   7.9493e-14
  2.9652e-03   1.3193e-13
  3.0524e-03   2.1577e-13
  3.1396e-03   3.4802e-13
  3.2268e-03   5.5403e-13
  3.3140e-03   8.7111e-13
  3.4012e-03   1.3537e-12
  3.4884e-03   2.0802e-12
  3.5756e-03   3.1629e-12
  3.6629e-03   4.7609e-12
  3.7501e-03   7.0975e-12
  3.8373e-03   1.0484e-11
  3.9245e-03   1.5352e-11
  4.0117e-03   2.2292e-11
  4.0989e-03   3.2111e-11
  4.1861e-03   4.5900e-11
  4.2733e-03   6.5129e-11
  4.3605e-03   9.1763e-11
  4.4478e-03   1.2841e-10
  4.5350e-03   1.7853e-10
  4.6222e-03   2.4667e-10
  4.7094e-03   3.3874e-10
  4.7966e-03   4.6249e-10
  4.8838e-03   6.2791e-10
  4.9710e-03   8.4790e-10
  5.0582e-03   1.1390e-09
  5.1454e-03   1.5223e-09
  5.2327e-03   2.0248e-09
  5.3199e-03   2.6804e-09
  5.4071e-03   3.5321e-09
  5.4943e-03   4.6340e-09
  5.5815e-03   6.0537e-09
  5.6687e-03   7.8756e-09
  5.7559e-03   1.0205e-08
  5.8431e-03   1.3172e-08
  5.9303e-03   1.6936e-08
  6.0176e-03   2.1698e-08
  6.1048e-03   2.7699e-08
  6.1920e-03   3.5237e-08
  6.2792e-03   4.4676e-08
  6.3664e-03   5.6459e-08
  6.4536e-03   7.1123e-08
  6.5408e-03   8.9317e-08
  6.6280e-03   1.1183e-07
  6.7152e-03   1.3960e-07
  6.8025e-03   1.7378e-07
  6.8897e-03   2.1571e-07
  6.9769e-03   2.6704e-07
  7.0641e-03   3.2971e-07
  7.1513e-03   4.0604e-07
  7.2385e-03   4.9877e-07
  7.3257e-03   6.1118e-07
  7.4129e-03   7.4711e-07
  7.5001e-03   9.1114e-07
  7.5874e-03   1.1086e-06
  7.6746e-03   1.3459e-06
  7.7618e-03   1.6304e-06
  7.8490e-03   1.9708e-06
  7.9362e-03   2.3773e-06
  8.0234e-03   2.8617e-06
  8.1106e-03   3.4380e-06
  8.1978e-03   4.1222e-06
  8.2850e-03   4.9331e-06
  8.3723e-03   5.8924e-06
  8.4595e-03   7.0253e-06
  8.5467e-03   8.3609e-06
  8.6339e-03   9.9329e-06
  8.7211e-03   1.1780e-05
  8.8083e-03   1.3947e-05
  8.8955e-03   1.6485e-05
  8.9827e-03   1.9453e-05
  9.0699e-03   2.2919e-05
  9.1572e-03   2.6961e-05
  9.2444e-03   3.1666e-05
  9.3316e-03   3.7136e-05
  9.4188e-03   4.3486e-05
  9.5060e-03   5.0848e-05
  9.5932e-03   5.9372e-05
  9.6804e-03   6.9227e-05
  9.7676e-03   8.0608e-05
  9.8548e-03   9.3732e-05
  9.9420e-03   1.0885e-04
  1.0029e-02   1.2624e-04
  1.0116e-02   1.4622e-04
  1.0204e-02   1.6915e-04
  1.0291e-02   1.9543e-04
  1.0378e-02   2.2552e-04
  1.0465e-02   2.5993e-04
  1.0553e-02   2.9924e-04
  1.0640e-02   3.4409e-04
  1.0727e-02   3.9522e-04
  1.0814e-02   4.5343e-04
  1.0901e-02   5.1965e-04
  1.0989e-02   5.9489e-04
  1.1076e-02   6.8029e-04
  1.1163e-02   7.7714e-04
  1.1250e-02   8.8686e-04
  1.1337e-02   1.0110e-03
  1.1425e-02   1.1514e-03
  1.1512e-02   1.3100e-03
  1.1599e-02   1.4890e-03
  1.1686e-02   1.6909e-03
  1.1773e-02   1.9183e-03
  1.1861e-02   2.1742e-03
  1.1948e-02   2.4620e-03
  1.2035e-02   2.7854e-03
  1.2122e-02   3.1485e-03
  1.2210e-02   3.5558e-03
  1.2297e-02   4.0123e-03
  1.2384e-02   4.5236e-03
  1.2471e-02   5.0956e-03
  1.2558e-02   5.7353e-03
  1.2646e-02   6.4500e-03
  1.2733e-02   7.2479e-03
  1.2820e-02   8.1381e-03
  1.2907e-02   9.1304e-03
  1.2994e-02   1.0236e-02
  1.3082e-02   1.1466e-02
  1.3169e-02   1.2835e-02
  1.3256e-02   1.4356e-02
